match_id,duration,win_team,score_r,score_d,skill,w1,w2,w3,w4,w5,l1,l2,l3,l4,l5
6374196101,1765,0,30,19,,Sniper,Dragon Knight,Ogre Magi,Morphling,Pugna,Winter Wyvern,Dark Willow,Anti-Mage,Slardar,Necrophos
6374196102,3023,0,51,34,,Pudge,Dawnbreaker,Snapfire,Spirit Breaker,Lina,Phoenix,Sand King,Drow Ranger,Doom,Outworld Devourer
6374196103,2838,0,50,34,,Windranger,Tiny,Slark,Undying,Queen of Pain,Crystal Maiden,Pangolier,Zeus,Jakiro,Wraith King
6374196104,2394,1,34,34,,Leshrac,Pudge,Phantom Lancer,Juggernaut,Chaos Knight,Nyx Assassin,Lion,Storm Spirit,Huskar,Faceless Void
6374196105,1559,1,13,34,,Jakiro,Witch Doctor,Wraith King,Juggernaut,Huskar,Lion,Grimstroke,Shadow Fiend,Legion Commander,Windranger
6374196107,2480,1,27,40,,Necrophos,Treant Protector,Puck,Luna,Spectre,Techies,Void Spirit,Hoodwink,Windranger,Phantom Lancer
6374196114,1768,0,30,17,,Anti-Mage,Undying,Ancient Apparition,Night Stalker,Shadow Shaman,Bounty Hunter,Drow Ranger,Ogre Magi,Lifestealer,Gyrocopter
6374196211,2309,0,41,27,,Kunkka,Shadow Demon,Mirana,Invoker,Juggernaut,Oracle,Crystal Maiden,Tinker,Pangolier,Spectre
6374196212,2307,0,47,43,,Enigma,Warlock,Luna,Slardar,Storm Spirit,Pudge,Dazzle,Pangolier,Ancient Apparition,Juggernaut
6374196213,1771,0,31,11,,Riki,Legion Commander,Crystal Maiden,Phantom Assassin,Outworld Devourer,Necrophos,Ogre Magi,Undying,Slardar,Medusa
6374196912,1647,0,27,17,,Jakiro,Legion Commander,Anti-Mage,Tusk,Zeus,Pudge,Rubick,Night Stalker,Magnus,Juggernaut
6374196913,1786,1,5,34,,Viper,Marci,Vengeful Spirit,Wraith King,Ember Spirit,Lion,Jakiro,Necrophos,Anti-Mage,Shadow Fiend
6374197000,2350,1,38,41,,Mirana,Rubick,Sven,Legion Commander,Visage,Invoker,Lion,Slardar,Silencer,Anti-Mage
6374197012,2592,1,26,49,,Dazzle,Jakiro,Tinker,Sand King,Huskar,Ogre Magi,Faceless Void,Wraith King,Snapfire,Zeus
6374198017,2307,1,44,48,,Skywrath Mage,Lion,Axe,Luna,Earthshaker,Marci,Magnus,Phantom Lancer,Witch Doctor,Rubick
6374198019,1931,0,45,25,,Pudge,Ancient Apparition,Morphling,Mars,Snapfire,Disruptor,Ogre Magi,Keeper of the Light,Queen of Pain,Phantom Assassin
6374198100,1629,1,16,23,,Lich,Elder Titan,Wraith King,Omniknight,Outworld Devourer,Dark Willow,Earthshaker,Snapfire,Anti-Mage,Viper
6374198110,2010,0,54,24,,Necrophos,Pudge,Huskar,Morphling,Slark,Earth Spirit,Terrorblade,Death Prophet,Drow Ranger,Abaddon
6374198111,1926,0,36,31,,Lich,Pudge,Queen of Pain,Anti-Mage,Bounty Hunter,Tiny,Ember Spirit,Lina,Bristleback,Luna
6374198200,1909,1,15,37,,Pudge,Winter Wyvern,Void Spirit,Magnus,Juggernaut,Tidehunter,Ancient Apparition,Jakiro,Terrorblade,Viper
6374198207,3127,0,21,45,,Invoker,Nature's Prophet,Enigma,Juggernaut,Pugna,Pudge,Night Stalker,Faceless Void,Outworld Devourer,Rubick
6374198214,2398,1,22,45,,Lion,Dawnbreaker,Razor,Juggernaut,Void Spirit,Rubick,Gyrocopter,Slark,Lina,Clinkz
6374198801,2688,0,38,44,,Disruptor,Spirit Breaker,Lina,Bloodseeker,Jakiro,Drow Ranger,Clockwerk,Crystal Maiden,Invoker,Oracle
6374198808,2843,1,38,46,,Clockwerk,Warlock,Spectre,Legion Commander,Queen of Pain,Lich,Dark Willow,Sand King,Juggernaut,Visage
6374198816,2700,1,48,70,,Mirana,Snapfire,Riki,Bloodseeker,Queen of Pain,Disruptor,Slark,Phantom Lancer,Sniper,Axe
6374198900,2210,0,46,26,,Lich,Spirit Breaker,Medusa,Slark,Clockwerk,Crystal Maiden,Jakiro,Legion Commander,Huskar,Faceless Void
6374198901,2565,0,35,26,,Lion,Faceless Void,Elder Titan,Bristleback,Ember Spirit,Pudge,Doom,Skywrath Mage,Lina,Medusa
6374198903,1702,0,37,12,,Shadow Shaman,Witch Doctor,Ember Spirit,Lina,Anti-Mage,Outworld Devourer,Chaos Knight,Elder Titan,Jakiro,Slark
6374198904,3259,0,71,46,,Marci,Skywrath Mage,Anti-Mage,Lich,Ember Spirit,Shadow Shaman,Ogre Magi,Legion Commander,Invoker,Ursa
6374198907,2302,0,50,25,,Techies,Oracle,Ursa,Tidehunter,Storm Spirit,Pudge,Silencer,Night Stalker,Rubick,Wraith King
6374198917,2755,1,46,51,,Silencer,Io,Spectre,Bristleback,Lina,Bloodseeker,Magnus,Witch Doctor,Viper,Arc Warden
6374199800,2763,0,39,38,,Jakiro,Omniknight,Monkey King,Ember Spirit,Timbersaw,Winter Wyvern,Axe,Spirit Breaker,Lina,Weaver
6374199801,3438,1,37,62,,Spirit Breaker,Jakiro,Tidehunter,Troll Warlord,Shadow Fiend,Sniper,Sand King,Juggernaut,Abaddon,Chaos Knight
6374199802,2379,1,30,41,,Keeper of the Light,Phantom Assassin,Invoker,Kunkka,Weaver,Juggernaut,Spirit Breaker,Rubick,Legion Commander,Batrider
6374199803,2223,0,33,15,,Ogre Magi,Spirit Breaker,Faceless Void,Medusa,Necrophos,Jakiro,Enigma,Phantom Assassin,Morphling,Abaddon
6374199816,3113,0,52,41,,Enigma,Viper,Invoker,Templar Assassin,Outworld Devourer,Axe,Ogre Magi,Storm Spirit,Elder Titan,Riki
6374199817,1948,1,24,49,,Shadow Shaman,Pudge,Sand King,Death Prophet,Tinker,Dark Willow,Vengeful Spirit,Drow Ranger,Mars,Puck
6374199902,1978,0,42,20,,Jakiro,Windranger,Timbersaw,Medusa,Wraith King,Earthshaker,Dragon Knight,Enigma,Spectre,Lion
6374199904,1661,0,33,18,,Shadow Shaman,Troll Warlord,Huskar,Queen of Pain,Lycan,Pudge,Phantom Assassin,Mirana,Shadow Fiend,Juggernaut
6374199905,2157,0,65,35,,Dazzle,Axe,Riki,Gyrocopter,Ember Spirit,Ancient Apparition,Omniknight,Legion Commander,Storm Spirit,Wraith King
6374199909,2573,1,38,53,,Lich,Lion,Monkey King,Mars,Huskar,Lina,Shadow Shaman,Bristleback,Bloodseeker,Alchemist
6374200602,2456,1,26,45,,Witch Doctor,Invoker,Lifestealer,Tinker,Bristleback,Pudge,Underlord,Troll Warlord,Ogre Magi,Shadow Fiend
6374200603,1754,0,37,20,,Jakiro,Grimstroke,Batrider,Necrophos,Luna,Mirana,Ember Spirit,Bane,Marci,Juggernaut
6374200604,1796,1,12,39,,Hoodwink,Disruptor,Sand King,Naga Siren,Wraith King,Jakiro,Slardar,Legion Commander,Shadow Fiend,Sven
6374200606,1923,0,51,24,,Spirit Breaker,Lich,Wraith King,Lina,Spectre,Pudge,Disruptor,Marci,Weaver,Shadow Fiend
6374200608,2722,1,36,54,,Naga Siren,Slark,Crystal Maiden,Earthshaker,Grimstroke,Lion,Jakiro,Pangolier,Wraith King,Dragon Knight
6374200615,2136,0,53,18,,Skywrath Mage,Viper,Legion Commander,Crystal Maiden,Sniper,Lion,Lina,Bristleback,Medusa,Lifestealer
6374200707,2542,0,39,32,,Shadow Demon,Monkey King,Tidehunter,Kunkka,Anti-Mage,Earth Spirit,Lion,Pudge,Queen of Pain,Juggernaut
6374200716,2707,1,33,34,,Ancient Apparition,Shadow Demon,Outworld Devourer,Timbersaw,Medusa,Windranger,Gyrocopter,Grimstroke,Juggernaut,Zeus
6374200717,2455,0,42,22,,Dazzle,Ancient Apparition,Medusa,Legion Commander,Ember Spirit,Ogre Magi,Void Spirit,Sand King,Phoenix,Drow Ranger
6374201313,3596,1,48,52,,Earth Spirit,Shadow Shaman,Lina,Necrophos,Juggernaut,Marci,Grimstroke,Ogre Magi,Drow Ranger,Zeus
6374201408,1892,0,44,29,,Witch Doctor,Nyx Assassin,Magnus,Jakiro,Phantom Assassin,Keeper of the Light,Bounty Hunter,Sniper,Mars,Medusa
6374201410,2132,1,23,29,,Rubick,Necrophos,Wraith King,Death Prophet,Lifestealer,Disruptor,Venomancer,Void Spirit,Viper,Drow Ranger
6374201412,2983,0,43,39,,Weaver,Slardar,Alchemist,Lich,Void Spirit,Snapfire,Keeper of the Light,Spirit Breaker,Invoker,Sniper
6374201413,2151,1,17,38,,Techies,Lion,Faceless Void,Slardar,Puck,Shadow Shaman,Spirit Breaker,Anti-Mage,Invoker,Chaos Knight
6374201417,3078,1,51,51,,Pudge,Mars,Gyrocopter,Sven,Dark Willow,Sand King,Dragon Knight,Faceless Void,Treant Protector,Timbersaw
6374202219,2325,0,59,36,,Sniper,Ogre Magi,Luna,Dazzle,Earthshaker,Lina,Shadow Fiend,Slardar,Naga Siren,Venomancer
6374202301,2225,1,26,50,,Lion,Faceless Void,Underlord,Legion Commander,Slark,Pudge,Medusa,Disruptor,Anti-Mage,Storm Spirit
6374202304,2673,0,48,54,,Dazzle,Jakiro,Phantom Assassin,Invoker,Terrorblade,Hoodwink,Windranger,Storm Spirit,Nature's Prophet,Huskar
6374202306,2281,1,20,55,,Hoodwink,Ogre Magi,Bounty Hunter,Ember Spirit,Earthshaker,Invoker,Clockwerk,Chaos Knight,Disruptor,Weaver
6374202307,2398,0,34,23,,Witch Doctor,Clockwerk,Bristleback,Queen of Pain,Juggernaut,Techies,Warlock,Morphling,Chaos Knight,Silencer
6374202317,1722,0,33,13,,Earthshaker,Ogre Magi,Outworld Devourer,Kunkka,Shadow Fiend,Shadow Shaman,Gyrocopter,Timbersaw,Void Spirit,Lifestealer
6374202401,2256,1,23,44,,Marci,Techies,Axe,Luna,Queen of Pain,Skywrath Mage,Enchantress,Tinker,Legion Commander,Medusa
6374202404,1959,1,9,41,,Spirit Breaker,Ember Spirit,Phantom Assassin,Jakiro,Chaos Knight,Ogre Magi,Elder Titan,Ursa,Templar Assassin,Morphling
6374202807,2822,0,58,38,,Lion,Earthshaker,Axe,Weaver,Zeus,Treant Protector,Skywrath Mage,Legion Commander,Terrorblade,Puck
6374202810,1782,1,20,33,,Undying,Pudge,Dragon Knight,Lion,Alchemist,Hoodwink,Mars,Outworld Devourer,Phantom Assassin,Doom
6374202812,2189,1,24,37,,Enigma,Silencer,Bristleback,Slark,Huskar,Ogre Magi,Undying,Tusk,Night Stalker,Bloodseeker
6374202902,2005,0,67,29,,Lion,Tusk,Faceless Void,Shadow Fiend,Ogre Magi,Tidehunter,Venomancer,Sniper,Phantom Assassin,Razor
6374202903,2003,1,21,56,,Earthshaker,Invoker,Marci,Silencer,Wraith King,Tinker,Lina,Rubick,Doom,Anti-Mage
6374202904,1950,0,40,22,,Skywrath Mage,Clockwerk,Viper,Wraith King,Death Prophet,Vengeful Spirit,Tidehunter,Luna,Tusk,Void Spirit
6374202909,2216,1,33,50,,Shadow Shaman,Skywrath Mage,Bounty Hunter,Juggernaut,Ember Spirit,Lion,Undying,Void Spirit,Night Stalker,Wraith King
6374202916,1324,1,9,29,,Lina,Outworld Devourer,Legion Commander,Slark,Alchemist,Lifestealer,Silencer,Tiny,Kunkka,Puck
6374203402,2482,0,36,43,,Pudge,Lion,Enigma,Anti-Mage,Puck,Marci,Shadow Fiend,Axe,Bloodseeker,Vengeful Spirit
6374203412,1975,1,27,39,,Pudge,Venomancer,Kunkka,Skywrath Mage,Clinkz,Rubick,Dawnbreaker,Bane,Shadow Fiend,Juggernaut
6374203414,2746,0,47,17,,Treant Protector,Dazzle,Tusk,Phantom Assassin,Windranger,Lich,Viper,Weaver,Hoodwink,Medusa
6374203503,2543,0,41,18,,Pudge,Dark Willow,Tinker,Tidehunter,Monkey King,Outworld Devourer,Jakiro,Night Stalker,Chaos Knight,Storm Spirit
6374203509,2568,0,38,37,,Magnus,Lion,Vengeful Spirit,Sven,Ember Spirit,Sniper,Warlock,Drow Ranger,Marci,Invoker
6374203513,3172,1,47,65,,Pudge,Lion,Underlord,Faceless Void,Mars,Spirit Breaker,Slark,Disruptor,Nyx Assassin,Puck
6374203516,1879,1,11,45,,Spirit Breaker,Witch Doctor,Underlord,Dazzle,Weaver,Windranger,Crystal Maiden,Tidehunter,Templar Assassin,Slark
6374203702,2062,1,30,39,,Pudge,Winter Wyvern,Spirit Breaker,Invoker,Wraith King,Skywrath Mage,Lion,Legion Commander,Sniper,Lycan
6374203716,2096,0,38,12,,Treant Protector,Hoodwink,Night Stalker,Spectre,Storm Spirit,Rubick,Mirana,Timbersaw,Wraith King,Shadow Fiend
6374203717,2347,1,36,56,,Phoenix,Death Prophet,Venomancer,Weaver,Juggernaut,Pudge,Spirit Breaker,Invoker,Viper,Luna
6374203718,2201,1,21,63,,Crystal Maiden,Invoker,Night Stalker,Juggernaut,Ogre Magi,Dazzle,Winter Wyvern,Huskar,Sniper,Spectre
6374203801,2261,1,26,47,,Witch Doctor,Venomancer,Alchemist,Pudge,Lina,Enchantress,Silencer,Legion Commander,Bristleback,Earthshaker
6374203802,1829,0,28,25,,Io,Ogre Magi,Dark Seer,Lina,Lifestealer,Marci,Rubick,Wraith King,Underlord,Void Spirit
6374203808,2383,0,37,33,,Grimstroke,Axe,Terrorblade,Bounty Hunter,Sniper,Skywrath Mage,Lina,Snapfire,Juggernaut,Luna
6374203809,1771,1,13,37,,Witch Doctor,Snapfire,Bloodseeker,Tidehunter,Shadow Fiend,Windranger,Drow Ranger,Chaos Knight,Centaur Warrunner,Abaddon
6374203810,3008,1,55,73,,Shadow Shaman,Hoodwink,Tidehunter,Morphling,Magnus,Invoker,Snapfire,Ogre Magi,Axe,Marci
6374203912,2022,1,22,37,,Shadow Demon,Snapfire,Queen of Pain,Legion Commander,Juggernaut,Pudge,Venomancer,Luna,Magnus,Doom
6374204110,2812,0,36,30,,Spirit Breaker,Zeus,Marci,Sniper,Phantom Lancer,Lina,Medusa,Underlord,Bounty Hunter,Clockwerk
6374204201,2074,1,18,52,,Underlord,Bounty Hunter,Oracle,Juggernaut,Queen of Pain,Winter Wyvern,Kunkka,Rubick,Wraith King,Batrider
6374204204,2163,0,60,16,,Ogre Magi,Io,Pudge,Outworld Devourer,Invoker,Techies,Marci,Jakiro,Timbersaw,Juggernaut
6374204206,2179,1,23,35,,Enigma,Lion,Lina,Juggernaut,Timbersaw,Phoenix,Ogre Magi,Legion Commander,Faceless Void,Invoker
6374204215,2687,1,26,39,,Invoker,Magnus,Drow Ranger,Treant Protector,Viper,Sven,Crystal Maiden,Windranger,Storm Spirit,Chen
6374204216,2979,0,47,36,,Treant Protector,Monkey King,Templar Assassin,Nature's Prophet,Pangolier,Phoenix,Pudge,Clinkz,Faceless Void,Hoodwink
6374204702,2680,0,57,39,,Pudge,Disruptor,Gyrocopter,Legion Commander,Invoker,Queen of Pain,Shadow Shaman,Wraith King,Dragon Knight,Void Spirit
6374204703,1705,0,33,16,,Pugna,Marci,Wraith King,Lich,Lone Druid,Crystal Maiden,Dragon Knight,Morphling,Drow Ranger,Skywrath Mage
6374204706,2199,1,37,46,,Bristleback,Winter Wyvern,Shadow Shaman,Troll Warlord,Kunkka,Grimstroke,Witch Doctor,Marci,Faceless Void,Invoker
6374204801,2756,0,40,43,,Vengeful Spirit,Pudge,Dragon Knight,Outworld Devourer,Queen of Pain,Hoodwink,Legion Commander,Jakiro,Bane,Gyrocopter
6374204811,2902,1,35,51,,Shadow Demon,Hoodwink,Enigma,Chaos Knight,Arc Warden,Dazzle,Phoenix,Brewmaster,Wraith King,Alchemist
6374204812,2241,0,47,15,,Enchantress,Ancient Apparition,Windranger,Chaos Knight,Lina,Centaur Warrunner,Pudge,Riki,Undying,Dark Seer
6374205610,1652,0,22,18,,Lion,Queen of Pain,Dark Willow,Magnus,Troll Warlord,Marci,Mirana,Invoker,Night Stalker,Anti-Mage
6374205614,2457,1,32,56,,Dark Willow,Pangolier,Phantom Assassin,Timbersaw,Storm Spirit,Shadow Shaman,Skywrath Mage,Medusa,Necrophos,Pudge
6374205706,2058,1,27,45,,Dazzle,Mars,Vengeful Spirit,Luna,Phantom Assassin,Faceless Void,Keeper of the Light,Disruptor,Sniper,Earthshaker
6374205707,2803,1,24,47,,Pudge,Sniper,Lion,Puck,Medusa,Spectre,Vengeful Spirit,Shadow Shaman,Slardar,Shadow Fiend
6374205710,2100,0,50,32,,Enigma,Jakiro,Anti-Mage,Earthshaker,Zeus,Ancient Apparition,Invoker,Venomancer,Tusk,Faceless Void
6374205712,2680,1,38,46,,Pudge,Disruptor,Morphling,Omniknight,Puck,Ogre Magi,Leshrac,Spirit Breaker,Luna,Tinker
6374205714,2103,1,20,63,,Skywrath Mage,Lion,Razor,Spirit Breaker,Sven,Pudge,Crystal Maiden,Magnus,Arc Warden,Drow Ranger
6374205718,3056,1,39,44,,Necrophos,Sniper,Viper,Dark Seer,Mirana,Spirit Breaker,Witch Doctor,Legion Commander,Terrorblade,Outworld Devourer
6374206301,2790,0,34,43,,Pudge,Weaver,Shadow Shaman,Morphling,Broodmother,Spirit Breaker,Visage,Necrophos,Jakiro,Arc Warden
6374206305,3211,1,44,65,,Hoodwink,Lion,Pangolier,Viper,Wraith King,Spirit Breaker,Witch Doctor,Jakiro,Faceless Void,Mirana
6374206306,1071,0,34,9,,Oracle,Warlock,Axe,Bloodseeker,Huskar,Shadow Fiend,Storm Spirit,Luna,Lion,Legion Commander
6374206308,1965,1,22,33,,Monkey King,Jakiro,Anti-Mage,Legion Commander,Lina,Techies,Gyrocopter,Wraith King,Clinkz,Ember Spirit
6374206317,1758,1,17,35,,Enchantress,Shadow Fiend,Juggernaut,Lion,Axe,Queen of Pain,Phantom Assassin,Warlock,Lina,Slardar
6374206402,2400,1,19,54,,Lion,Marci,Wraith King,Phantom Assassin,Tusk,Disruptor,Tidehunter,Sniper,Winter Wyvern,Medusa
6374206409,2277,1,20,35,,Lion,Rubick,Centaur Warrunner,Ember Spirit,Ursa,Shadow Shaman,Juggernaut,Mirana,Kunkka,Lone Druid
6374206412,2594,0,56,37,,Dark Willow,Rubick,Death Prophet,Magnus,Medusa,Dazzle,Spirit Breaker,Ember Spirit,Slardar,Phantom Assassin
6374206418,2747,0,44,35,,Spirit Breaker,Disruptor,Chaos Knight,Luna,Winter Wyvern,Silencer,Magnus,Outworld Devourer,Mirana,Juggernaut
6374207019,2278,1,34,43,,Huskar,Spectre,Shadow Fiend,Lifestealer,Earthshaker,Mars,Pudge,Anti-Mage,Necrophos,Mirana
6374207106,2512,0,48,35,,Dark Willow,Clockwerk,Magnus,Invoker,Ember Spirit,Ancient Apparition,Nyx Assassin,Phantom Lancer,Legion Commander,Queen of Pain
6374207114,1754,1,13,26,,Hoodwink,Tidehunter,Drow Ranger,Shadow Demon,Sniper,Windranger,Death Prophet,Warlock,Undying,Morphling
6374207807,2776,0,40,44,,Undying,Marci,Axe,Wraith King,Outworld Devourer,Silencer,Windranger,Sniper,Snapfire,Invoker
6374207808,2479,0,53,41,,Timbersaw,Dark Willow,Enigma,Monkey King,Storm Spirit,Marci,Snapfire,Skywrath Mage,Juggernaut,Ember Spirit
6374207810,2807,1,37,52,,Enigma,Disruptor,Dragon Knight,Medusa,Kunkka,Axe,Pudge,Doom,Phantom Lancer,Jakiro
6374207812,3114,1,42,52,,Pudge,Lion,Mars,Zeus,Lifestealer,Dazzle,Dragon Knight,Mirana,Templar Assassin,Alchemist
6374207908,1864,1,11,35,,Legion Commander,Spirit Breaker,Ogre Magi,Kunkka,Tinker,Earthshaker,Io,Slardar,Phantom Assassin,Windranger
6374207915,3805,0,62,48,,Crystal Maiden,Batrider,Gyrocopter,Rubick,Axe,Keeper of the Light,Ancient Apparition,Tidehunter,Lifestealer,Weaver
6374208600,2052,1,17,41,,Undying,Crystal Maiden,Chaos Knight,Outworld Devourer,Sven,Phantom Lancer,Dark Willow,Legion Commander,Silencer,Alchemist
6374208601,2342,0,44,48,,Clockwerk,Disruptor,Centaur Warrunner,Zeus,Phantom Assassin,Grimstroke,Jakiro,Naga Siren,Puck,Spirit Breaker
6374208603,1823,1,16,50,,Ogre Magi,Queen of Pain,Juggernaut,Dragon Knight,Phoenix,Slardar,Tidehunter,Necrophos,Magnus,Terrorblade
6374208604,2415,0,28,23,,Bristleback,Lina,Bloodseeker,Jakiro,Anti-Mage,Snapfire,Keeper of the Light,Ursa,Gyrocopter,Arc Warden
6374208605,2341,1,29,36,,Pudge,Hoodwink,Wraith King,Phoenix,Sand King,Witch Doctor,Treant Protector,Faceless Void,Magnus,Tinker
6374208616,2512,0,58,38,,Magnus,Axe,Wraith King,Rubick,Queen of Pain,Spirit Breaker,Hoodwink,Abaddon,Dawnbreaker,Drow Ranger
6374208617,1700,1,15,45,,Queen of Pain,Bane,Centaur Warrunner,Invoker,Ursa,Disruptor,Shadow Demon,Juggernaut,Mars,Ember Spirit
6374208708,3043,0,53,42,,Bounty Hunter,Sniper,Lina,Weaver,Sven,Windranger,Undying,Spirit Breaker,Chaos Knight,Anti-Mage
6374208711,3109,1,45,52,,Phantom Assassin,Techies,Tinker,Centaur Warrunner,Mirana,Sniper,Shadow Shaman,Hoodwink,Shadow Fiend,Drow Ranger
6374208715,3109,1,61,60,,Crystal Maiden,Snapfire,Magnus,Shadow Fiend,Ursa,Jakiro,Ogre Magi,Treant Protector,Chaos Knight,Death Prophet
6374208719,2171,0,47,32,,Chen,Spirit Breaker,Necrophos,Luna,Zeus,Weaver,Legion Commander,Drow Ranger,Shadow Shaman,Outworld Devourer
6374209305,2771,0,47,55,,Oracle,Pudge,Huskar,Queen of Pain,Alchemist,Centaur Warrunner,Pugna,Lion,Anti-Mage,Weaver
6374209310,2105,0,41,30,,Ogre Magi,Enigma,Kunkka,Sand King,Wraith King,Invoker,Spirit Breaker,Centaur Warrunner,Faceless Void,Juggernaut
6374209311,2334,1,23,59,,Dawnbreaker,Keeper of the Light,Zeus,Spirit Breaker,Lifestealer,Jakiro,Spectre,Witch Doctor,Kunkka,Templar Assassin
6374209402,2337,0,55,39,,Jakiro,Lone Druid,Windranger,Bristleback,Gyrocopter,Lion,Lina,Phantom Assassin,Magnus,Pugna
6374209404,2688,1,28,38,,Queen of Pain,Dazzle,Spectre,Nyx Assassin,Tinker,Spirit Breaker,Snapfire,Gyrocopter,Invoker,Drow Ranger
6374209412,2743,1,28,26,,Undying,Dark Seer,Drow Ranger,Jakiro,Anti-Mage,Sniper,Lion,Night Stalker,Grimstroke,Medusa
6374209413,1148,0,46,17,,Marci,Shadow Shaman,Juggernaut,Timbersaw,Skywrath Mage,Bane,Pudge,Puck,Windranger,Ursa
6374209414,1885,1,22,33,,Necrophos,Kunkka,Lion,Legion Commander,Bloodseeker,Winter Wyvern,Mars,Gyrocopter,Queen of Pain,Wraith King
6374209416,3034,1,59,49,,Pudge,Dazzle,Ember Spirit,Tidehunter,Medusa,Pugna,Clockwerk,Axe,Invoker,Lifestealer
6374210118,3090,1,37,50,,Bounty Hunter,Night Stalker,Mirana,Wraith King,Death Prophet,Hoodwink,Witch Doctor,Sven,Troll Warlord,Templar Assassin
6374210205,2671,1,46,56,,Snapfire,Shadow Shaman,Sand King,Storm Spirit,Monkey King,Queen of Pain,Earthshaker,Puck,Ogre Magi,Anti-Mage
6374210209,2585,0,39,33,,Pudge,Medusa,Earthshaker,Enigma,Pugna,Skywrath Mage,Dazzle,Outworld Devourer,Drow Ranger,Ursa
6374210218,1709,0,41,16,,Mirana,Ogre Magi,Slark,Bloodseeker,Queen of Pain,Jakiro,Marci,Nyx Assassin,Nature's Prophet,Juggernaut
6374211003,3273,1,60,56,,Disruptor,Bane,Sniper,Legion Commander,Wraith King,Outworld Devourer,Pudge,Weaver,Necrophos,Spirit Breaker
6374211007,2531,1,23,58,,Drow Ranger,Marci,Earthshaker,Dark Willow,Shadow Shaman,Bristleback,Invoker,Sniper,Ursa,Doom
6374211019,3181,1,42,48,,Dark Seer,Venomancer,Timbersaw,Weaver,Ember Spirit,Jakiro,Leshrac,Axe,Rubick,Bounty Hunter
6374211100,3250,0,60,67,,Pudge,Disruptor,Grimstroke,Phantom Assassin,Naga Siren,Underlord,Sniper,Lifestealer,Spirit Breaker,Skywrath Mage
6374211101,1723,1,17,46,,Snapfire,Tusk,Wraith King,Bristleback,Lina,Pudge,Legion Commander,Gyrocopter,Sand King,Faceless Void
6374211105,2471,1,28,56,,Pangolier,Rubick,Queen of Pain,Hoodwink,Arc Warden,Shadow Demon,Night Stalker,Spectre,Clockwerk,Void Spirit
6374211112,3278,0,48,45,,Tusk,Tiny,Invoker,Mirana,Phantom Assassin,Venomancer,Void Spirit,Pugna,Legion Commander,Luna
6374211510,2793,1,26,52,,Undying,Rubick,Timbersaw,Wraith King,Ember Spirit,Zeus,Lion,Jakiro,Snapfire,Terrorblade
6374211518,3288,1,41,75,,Bloodseeker,Grimstroke,Pudge,Lion,Sniper,Jakiro,Bounty Hunter,Underlord,Medusa,Juggernaut
6374211606,2138,1,40,40,,Nature's Prophet,Sniper,Treant Protector,Bounty Hunter,Luna,Riki,Ogre Magi,Viper,Silencer,Outworld Devourer
6374211607,2963,0,38,34,,Mirana,Drow Ranger,Timbersaw,Rubick,Snapfire,Tusk,Ancient Apparition,Tidehunter,Bloodseeker,Sniper
6374211608,1980,0,55,27,,Ogre Magi,Nature's Prophet,Bristleback,Windranger,Slark,Crystal Maiden,Clinkz,Skywrath Mage,Axe,Phantom Assassin
6374211617,2123,0,36,32,,Lion,Shadow Shaman,Phantom Lancer,Undying,Anti-Mage,Crystal Maiden,Bounty Hunter,Underlord,Medusa,Pangolier
6374212307,2137,1,36,50,,Windranger,Lion,Templar Assassin,Spirit Breaker,Lifestealer,Mars,Hoodwink,Naga Siren,Dazzle,Ember Spirit
6374212308,2007,0,41,18,,Puck,Legion Commander,Razor,Silencer,Lifestealer,Invoker,Ogre Magi,Sven,Underlord,Nature's Prophet
6374212311,1660,0,33,13,,Dark Willow,Treant Protector,Faceless Void,Marci,Tinker,Pudge,Keeper of the Light,Slark,Mars,Kunkka
6374212313,1717,0,22,5,,Rubick,Omniknight,Invoker,Lycan,Juggernaut,Lion,Dragon Knight,Faceless Void,Kunkka,Silencer
6374212315,2078,1,16,29,,Mirana,Skywrath Mage,Phantom Lancer,Beastmaster,Necrophos,Treant Protector,Spirit Breaker,Phantom Assassin,Axe,Zeus
6374212317,2641,0,41,22,,Techies,Skywrath Mage,Viper,Wraith King,Kunkka,Jakiro,Undying,Slark,Medusa,Legion Commander
6374212401,2403,1,43,54,,Monkey King,Spirit Breaker,Razor,Queen of Pain,Phantom Assassin,Pudge,Rubick,Nature's Prophet,Kunkka,Witch Doctor
6374212414,1915,1,9,41,,Jakiro,Invoker,Slardar,Phantom Assassin,Shadow Fiend,Skywrath Mage,Queen of Pain,Faceless Void,Kunkka,Tinker
6374212415,2247,1,25,38,,Weaver,Chen,Doom,Monkey King,Huskar,Pudge,Death Prophet,Earthshaker,Sniper,Wraith King
6374212419,2105,0,35,22,,Silencer,Void Spirit,Legion Commander,Invoker,Terrorblade,Oracle,Nature's Prophet,Faceless Void,Templar Assassin,Tusk
6374213201,1404,0,23,10,,Sand King,Ogre Magi,Lion,Outworld Devourer,Faceless Void,Chen,Oracle,Drow Ranger,Hoodwink,Zeus
6374213202,3064,0,60,35,,Earthshaker,Silencer,Undying,Ursa,Templar Assassin,Pudge,Treant Protector,Tidehunter,Invoker,Faceless Void
6374213203,2693,1,38,57,,Marci,Pudge,Legion Commander,Ursa,Bane,Abaddon,Bristleback,Undying,Snapfire,Slark
